LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
AL,MT,Beau,Burrows,COMP,PIT,,,,,,,,
AL,MT,Alex,Colome,REG,PIT,,,,,,,,
AL,MT,Danny,Coulombe,REG,PIT,,,,,,,,
AL,MT,Randy,Dobnak,ADD,PIT,,,,,,,,
AL,MT,Tyler,Duffey,REG,PIT,,,,,,,,
AL,MT,Luke,Farrell,COMP,PIT,,,,,,,,
AL,MT,John,Gant-2,REG,PIT,,,,,,,,
AL,MT,Edgar,Garcia-2,COMP,PIT,,,,,,,,
AL,MT,Ralph,Garza,ADD,PIT,,,,,,,,
AL,MT,Ian,Gibaut,COMP,PIT,,,,,,,,
AL,MT,J.A.,Happ-1,MIX,PIT,,,,,,,,
AL,MT,Griffin,Jax,REG,PIT,,,,,,,,
AL,MT,Derek,Law,COMP,PIT,,,,,,,,
AL,MT,Kenta,Maeda,REG,PIT,,,,,,,,
AL,MT,Juan,Minaya,REG,PIT,,,,,,,,
AL,MT,Jovani,Moran,COMP,PIT,,,,,,,,
AL,MT,Bailey,Ober,REG,PIT,,,,,,,,
AL,MT,Michael,Pineda,REG,PIT,,,,,,,,
AL,MT,Taylor,Rogers-2,REG,PIT,,,,,,,,
AL,MT,Joe,Ryan,ADD,PIT,,,,,,,,
AL,MT,Matt,Shoemaker,REG,PIT,,,,,,,,
AL,MT,Devin,Smeltzer,COMP,PIT,,,,,,,,
AL,MT,Cody,Stashak,COMP,PIT,,,,,,,,
AL,MT,Caleb,Thielbar,REG,PIT,,,,,,,,
AL,MT,Lewis,Thorpe,COMP,PIT,,,,,,,,
AL,MT,Nick,Vincent,COMP,PIT,,,,,,,,
AL,NY,Greg,Allen,COMP,BAT,,,,,,2,2,2
AL,NY,Trey,Amburgey,COMP,BAT,,,,,,,,4
AL,NY,Miguel,Andujar,ADD,BAT,,5,,4,,5,,
AL,NY,Rob,Brantly,COMP,BAT,4,5,,,,,,
AL,NY,Jay,Bruce,COMP,BAT,,5,,,,,,
AL,NY,Jonathan,Davis-3,ADD,BAT,,,,,,2,2,
AL,NY,Estevan,Florial,COMP,BAT,,,,,,,3,
AL,NY,Mike,Ford,ADD,BAT,,4,,,,,,
AL,NY,Clint,Frazier,ADD,BAT,,,,,,4(B3),,4(B3)
AL,NY,Joey,Gallo,REG,BAT,,,,,,1,,1
AL,NY,Brett,Gardner,REG,BAT,,,,,,2,2,
AL,NY,Chris,Gittens,COMP,BAT,,4,,,,,,
AL,NY,Aaron,Hicks,ADD,BAT,,,,,,,3,
AL,NY,Kyle,Higashioka,REG,BAT,3,,,,,,,
AL,NY,Aaron,Judge,REG,BAT,,,,,,,3,1
AL,NY,Ryan,LaMarre,COMP,BAT,,,,,,3,3,3
AL,NY,DJ,LeMahieu,REG,BAT,,2,1,2(B3),,,,
AL,NY,Tim,Locastro-2,COMP,BAT,,,,,,2,3,
AL,NY,Rougned,Odor,REG,BAT,,,3(B4),4,,,,
AL,NY,Hoy,Jun Park-1,COMP,BAT,,,,,,,,
AL,NY,Anthony,Rizzo-2,REG,BAT,,1(B2),,,,,,
AL,NY,Gary,Sanchez,REG,BAT,4,,,,,,,
AL,NY,Giancarlo,Stanton,REG,BAT,,,,,,4,,4
AL,NY,Mike,Tauchman-1,COMP,BAT,,,,,,1,3,2
AL,NY,Gleyber,Torres,REG,BAT,,,3,,4,,,
AL,NY,Gio,Urshela,REG,BAT,,,,2,4,,,
AL,NY,Andrew,Velazquez,ADD,BAT,,,,,3,,,
AL,NY,Luke,Voit,REG,BAT,,4,,,,,,
AL,NY,Tyler,Wade,REG,BAT,,,2,3,2,3,4,4
AL,NY,Albert,Abreu,ADD,PIT,,,,,,,,
AL,NY,Zack,Britton,COMP,PIT,,,,,,,,
AL,NY,Luis,Cessa-1,ADD,PIT,,,,,,,,
AL,NY,Aroldis,Chapman,REG,PIT,,,,,,,,
AL,NY,Gerrit,Cole,REG,PIT,,,,,,,,
AL,NY,Nestor,Cortes,REG,PIT,,,,,,,,
AL,NY,Deivi,Garcia,COMP,PIT,,,,,,,,
AL,NY,Domingo,German,REG,PIT,,,,,,,,
AL,NY,Luis,Gil,ADD,PIT,,,,,,,,
AL,NY,Chad,Green,REG,PIT,,,,,,,,
AL,NY,Andrew,Heaney,REG,PIT,,,,,,,,
AL,NY,Clay,Holmes-2,REG,PIT,,,,,,,,
AL,NY,Michael,King,ADD,PIT,,,,,,,,
AL,NY,Corey,Kluber,REG,PIT,,,,,,,,
AL,NY,Brody,Koerner,COMP,PIT,,,,,,,,
AL,NY,Jonathan,Loaisiga,REG,PIT,,,,,,,,
AL,NY,Lucas,Luetge,REG,PIT,,,,,,,,
AL,NY,Jordan,Montgomery,REG,PIT,,,,,,,,
AL,NY,Nick,Nelson,COMP,PIT,,,,,,,,
AL,NY,Darren,O'Day,COMP,PIT,,,,,,,,
AL,NY,Wandy,Peralta-2,REG,PIT,,,,,,,,
AL,NY,Stephen,Ridings,COMP,PIT,,,,,,,,
AL,NY,Joely,Rodriguez-1,REG,PIT,,,,,,,,
AL,NY,Sal,Romano-1,COMP,PIT,,,,,,,,
AL,NY,Clarke,Schmidt,COMP,PIT,,,,,,,,
AL,NY,Luis,Severino,COMP,PIT,,,,,,,,
AL,NY,Jameson,Taillon,REG,PIT,,,,,,,,
AL,NY,Justin,Wilson-1,COMP,PIT,,,,,,,,
AL,NY,Asher,Wojciechowski,COMP,PIT,,,,,,,,
AL,OA,Austin,Allen,COMP,BAT,4,,,,,,,
AL,OA,Elvis,Andrus,REG,BAT,,,,,3,,,
AL,OA,Luis,Barrera,COMP,BAT,,,,,,4,,4
AL,OA,Skye,Bolt-2,COMP,BAT,,,,,,3,3,3
AL,OA,Seth,Brown,REG,BAT,,4,,,,3,4,3
AL,OA,Mark,Canha,REG,BAT,,4,,,,3,4(B3),3
AL,OA,Matt,Chapman,REG,BAT,,,,1,3,,,
AL,OA,Khris,Davis,ADD,BAT,,,,,,4,,
AL,OA,Aramis,Garcia-3,ADD,BAT,4,,,,,,,
AL,OA,Yan,Gomes-2,REG,BAT,2,,,,,,,
AL,OA,Josh,Harrison-2,REG,BAT,,,3(B2),3,4(B5),4,,
AL,OA,Tony,Kemp,REG,BAT,,,3,,5,4(B3),,
AL,OA,Pete,Kozma,COMP,BAT,,,,,3,,,
AL,OA,Ramon,Laureano,REG,BAT,,,,,,,2,3
AL,OA,Jed,Lowrie,REG,BAT,,,4,4,,,,
AL,OA,Vimael,Machin,COMP,BAT,,,4,3,4,,,
AL,OA,Starling,Marte-2,REG,BAT,,,,,,,2,
AL,OA,Mitch,Moreland,REG,BAT,,3,,,,,,
AL,OA,Sean,Murphy,REG,BAT,1,,,,,,,
AL,OA,Matt,Olson,REG,BAT,,1(B2),,,,,,
AL,OA,Chad,Pinder,REG,BAT,,,3,3,4,3,,3
AL,OA,Stephen,Piscotty,ADD,BAT,,,,,,,,4(B3)
AL,OA,Frank,Schwindel-1,COMP,BAT,,4,,,,,,
AL,OA,Ka'ai,Tom-1,COMP,BAT,,,,,,4,,4
AL,OA,Domingo,Acevedo,COMP,PIT,,,,,,,,
AL,OA,Chris,Bassitt,REG,PIT,,,,,,,,
AL,OA,Cam,Bedrosian-1,COMP,PIT,,,,,,,,
AL,OA,Paul,Blackburn,REG,PIT,,,,,,,,
AL,OA,Andrew,Chafin-2,REG,PIT,,,,,,,,
AL,OA,Jake,Diekman,REG,PIT,,,,,,,,
AL,OA,Michael,Feliz-2,COMP,PIT,,,,,,,,
AL,OA,Mike,Fiers,COMP,PIT,,,,,,,,
AL,OA,Reymin,Guduan,COMP,PIT,,,,,,,,
AL,OA,Deolis,Guerra,REG,PIT,,,,,,,,
AL,OA,Cole,Irvin,REG,PIT,,,,,,,,
AL,OA,Daulton,Jefferies,COMP,PIT,,,,,,,,
AL,OA,James,Kaprielian,REG,PIT,,,,,,,,
AL,OA,Adam,Kolarek,COMP,PIT,,,,,,,,
AL,OA,Jesus,Luzardo-1,ADD,PIT,,,,,,,,
AL,OA,Sean,Manaea,REG,PIT,,,,,,,,
AL,OA,Sam,Moll,COMP,PIT,,,,,,,,
AL,OA,Frankie,Montas,REG,PIT,,,,,,,,
AL,OA,Yusmeiro,Petit,REG,PIT,,,,,,,,
AL,OA,A.J.,Puk,COMP,PIT,,,,,,,,
AL,OA,Sergio,Romo,REG,PIT,,,,,,,,
AL,OA,Burch,Smith,REG,PIT,,,,,,,,
AL,OA,Lou,Trivino,REG,PIT,,,,,,,,
AL,OA,Jordan,Weems-1,COMP,PIT,,,,,,,,
AL,OA,J.B.,Wendelken-1,COMP,PIT,,,,,,,,
AL,SM,Jake,Bauers,REG,BAT,,2,,,,4(B3),,4(B3)
AL,SM,Braden,Bishop,COMP,BAT,,,,,,2,,
AL,SM,Eric,Campbell,COMP,BAT,,4,,4,,,,
AL,SM,J.P.,Crawford,REG,BAT,,,,,1,,,
AL,SM,Jake,Fraley,REG,BAT,,,,,,3,4,3
AL,SM,Ty,France,REG,BAT,,3(B2),4,4,,,,
AL,SM,Jose,Godoy,COMP,BAT,4,,,,,,,
AL,SM,Sam,Haggerty,ADD,BAT,,,4,,,3,4,3
AL,SM,Mitch,Haniger,REG,BAT,,,,,,,,3
AL,SM,Jarred,Kelenic,REG,BAT,,,,,,3,3,3
AL,SM,Kyle,Lewis,ADD,BAT,,,,,,,3,
AL,SM,Shed,Long Jr.,ADD,BAT,,,4,,,4,,
AL,SM,Jose,Marmolejos,ADD,BAT,,4,,,,5,,5
AL,SM,Dylan,Moore,REG,BAT,,,2,4,4,3,,3
AL,SM,Tom,Murphy,REG,BAT,3,,,,,,,
AL,SM,Jacob,Nottingham-2,COMP,BAT,,4,,,,,,
AL,SM,Kevin,Padlo,COMP,BAT,,4,,4,,,,
AL,SM,Cal,Raleigh,REG,BAT,4,,,,,,,
AL,SM,Kyle,Seager,REG,BAT,,,,2,,,,
AL,SM,Dillon,Thomas,COMP,BAT,,,,,,4,4,4
AL,SM,Abraham,Toro,REG,BAT,,4,4,3,,,,
AL,SM,Luis,Torrens,REG,BAT,4,4,,5,,,,
AL,SM,Taylor,Trammell,REG,BAT,,,,,,3,4(B3),
AL,SM,Donovan,Walton,ADD,BAT,,,2,4,4,4,,
AL,SM,Evan,White-2,ADD,BAT,,1,,,,,,
AL,SM,Tyler,Anderson-2,REG,PIT,,,,,,,,
AL,SM,Matt,Andriese,ADD,PIT,,,,,,,,
AL,SM,Diego,Castillo,REG,PIT,,,,,,,,
AL,SM,Sean,Doolittle-2,COMP,PIT,,,,,,,,
AL,SM,Robert,Dugger,COMP,PIT,,,,,,,,
AL,SM,Justin,Dunn,ADD,PIT,,,,,,,,
AL,SM,Aaron,Fletcher,COMP,PIT,,,,,,,,
AL,SM,Chris,Flexen,REG,PIT,,,,,,,,
AL,SM,Logan,Gilbert,REG,PIT,,,,,,,,
AL,SM,Marco,Gonzales,REG,PIT,,,,,,,,
AL,SM,Yusei,Kikuchi,REG,PIT,,,,,,,,
AL,SM,Brady,Lail,COMP,PIT,,,,,,,,
AL,SM,Nick,Margevicius,COMP,PIT,,,,,,,,
AL,SM,Darren,McCaughan,COMP,PIT,,,,,,,,
AL,SM,Keynan,Middleton,REG,PIT,,,,,,,,
AL,SM,Wyatt,Mills,COMP,PIT,,,,,,,,
AL,SM,Anthony,Misiewicz,REG,PIT,,,,,,,,
AL,SM,Andres,Munoz,COMP,PIT,,,,,,,,
AL,SM,Ljay,Newsome,COMP,PIT,,,,,,,,
AL,SM,Vinny,Nittoli,COMP,PIT,,,,,,,,
AL,SM,James,Paxton,COMP,PIT,,,,,,,,
AL,SM,Yohan,Ramirez-1,ADD,PIT,,,,,,,,
AL,SM,Casey,Sadler,REG,PIT,,,,,,,,
AL,SM,Hector,Santiago,COMP,PIT,,,,,,,,
AL,SM,Paul,Sewald,REG,PIT,,,,,,,,
AL,SM,Justus,Sheffield-2,REG,PIT,,,,,,,,
AL,SM,Joe,Smith,REG,PIT,,,,,,,,
AL,SM,Drew,Steckenrider,REG,PIT,,,,,,,,
AL,SM,Erik,Swanson,REG,PIT,,,,,,,,
AL,SM,Will,Vest,ADD,PIT,,,,,,,,
AL,SM,Ryan,Weber-2,COMP,PIT,,,,,,,,
AL,SM,Daniel,Zamora,COMP,PIT,,,,,,,,
AL,TB,Willy,Adames-1,ADD,BAT,,,,,1(B2),,,
AL,TB,Randy,Arozarena,REG,BAT,,,,,,2,,2
AL,TB,Mike,Brosseau,ADD,BAT,,3,3,3,,4,,4
AL,TB,Vidal,Brujan,COMP,BAT,,,3,,,,4,3
AL,TB,Ji-Man,Choi,REG,BAT,,2,,,,,,
AL,TB,Nelson,Cruz,REG,BAT,,5,,,,,,
AL,TB,Yandy,Diaz,REG,BAT,,3,5,3(B2),,,,
AL,TB,Wander,Franco,REG,BAT,,,3,3(B4),2,,,
AL,TB,Kevin,Kiermaier,REG,BAT,,,,,,,1,
AL,TB,Brandon,Lowe,REG,BAT,,4,3,,,4,,4
AL,TB,Josh,Lowe,COMP,BAT,,,,,,,,3
AL,TB,Jordan,Luplow,ADD,BAT,,4,5,5,,3,4,3
AL,TB,Manuel,Margot,REG,BAT,,,,,,2,2,2
AL,TB,Austin,Meadows,REG,BAT,,,,,,4,,4
AL,TB,Francisco,Mejia,REG,BAT,4,5,,,,,,
AL,TB,Joseph,Odom,COMP,BAT,4,,,,,,,
AL,TB,Brett,Phillips,REG,BAT,,,,,,2,2,1
AL,TB,Kevan,Smith-1,COMP,BAT,4,,,,,,,
AL,TB,Yoshi,Tsutsugo-1,ADD,BAT,,4,,,,,,
AL,TB,Taylor,Walls,ADD,BAT,,,3,3,2,,,
AL,TB,Joey,Wendle,REG,BAT,,,2,1(B2),3,,,
AL,TB,Mike,Zunino,REG,BAT,1,,,,,,,
AL,TB,Nick,Anderson,COMP,PIT,,,,,,,,
AL,TB,Chris,Archer,COMP,PIT,,,,,,,,
AL,TB,Shawn,Armstrong,ADD,PIT,,,,,,,,
AL,TB,Shane,Baz,COMP,PIT,,,,,,,,
AL,TB,JT,Chargois,REG,PIT,,,,,,,,
AL,TB,Adam,Conley,COMP,PIT,,,,,,,,
AL,TB,Dietrich,Enns,COMP,PIT,,,,,,,,
AL,TB,Pete,Fairbanks,REG,PIT,,,,,,,,
AL,TB,J.P.,Feyereisen-2,REG,PIT,,,,,,,,
AL,TB,Josh,Fleming,REG,PIT,,,,,,,,
AL,TB,Tyler,Glasnow,REG,PIT,,,,,,,,
AL,TB,Louis,Head,ADD,PIT,,,,,,,,
AL,TB,David,Hess-2,COMP,PIT,,,,,,,,
AL,TB,Rich,Hill-1,MIX,PIT,,,,,,,,
AL,TB,Brent,Honeywell,COMP,PIT,,,,,,,,
AL,TB,DJ,Johnson,COMP,PIT,,,,,,,,
AL,TB,Andrew,Kittredge,REG,PIT,,,,,,,,
AL,TB,Chris,Mazza,ADD,PIT,,,,,,,,
AL,TB,Shane,McClanahan,REG,PIT,,,,,,,,
AL,TB,Collin,McHugh,REG,PIT,,,,,,,,
AL,TB,Luis,Patino,REG,PIT,,,,,,,,
AL,TB,Evan,Phillips-1,COMP,PIT,,,,,,,,
AL,TB,Sean,Poppen-1,COMP,PIT,,,,,,,,
AL,TB,Drew,Rasmussen-2,REG,PIT,,,,,,,,
AL,TB,Cody,Reed,COMP,PIT,,,,,,,,
AL,TB,David,Robertson,COMP,PIT,,,,,,,,
AL,TB,Chaz,Roe,COMP,PIT,,,,,,,,
AL,TB,Ryan,Sherriff,COMP,PIT,,,,,,,,
AL,TB,Jeffrey,Springs,REG,PIT,,,,,,,,
AL,TB,Ryan,Thompson,ADD,PIT,,,,,,,,
AL,TB,Michael,Wacha,REG,PIT,,,,,,,,
AL,TB,Matt,Wisler-2,REG,PIT,,,,,,,,
AL,TB,Ryan,Yarbrough,REG,PIT,,,,,,,,
AL,TE,Willie,Calhoun,REG,BAT,,,,,,5(B4),,
AL,TE,Charlie,Culberson,REG,BAT,,4,4,2,4,3,,
AL,TE,David,Dahl,REG,BAT,,,,,,4(B3),4,4(B3)
AL,TE,Ryan,Dorow,COMP,BAT,,,,4,,,,
AL,TE,Adolis,Garcia-1,REG,BAT,,,,,,2,2,2
AL,TE,Ronald,Guzman,COMP,BAT,,2,,,,5,,
AL,TE,Jonah,Heim,REG,BAT,4,,,,,,,
AL,TE,Yonny,Hernandez-2,REG,BAT,,,3,3,4,,,
AL,TE,John,Hicks,COMP,BAT,4,,,,,,,
AL,TE,Brock,Holt,REG,BAT,,,,3(B2),,,,
AL,TE,Andy,Ibanez,REG,BAT,,4,4,4,,4,,
AL,TE,Isiah,Kiner-Falefa,REG,BAT,,,,,2,,,
AL,TE,Nathaniel,Lowe,REG,BAT,,4,,5,,,,
AL,TE,Jason,Martin,ADD,BAT,,,,,,3,4(B3),4(B3)
AL,TE,DJ,Peters-2,REG,BAT,,,,,,2,2,2
AL,TE,Yohel,Pozo,ADD,BAT,5,,,,,,,
AL,TE,Nick,Solak,REG,BAT,,,4(B3),,,,,
AL,TE,Leody,Taveras,ADD,BAT,,,,,,,2,
AL,TE,Anderson,Tejeda,COMP,BAT,,,4,3,,,,
AL,TE,Curtis,Terry,COMP,BAT,,5,,,,,,
AL,TE,Jose,Trevino,REG,BAT,2,,,,,,,
AL,TE,Eli,White-1,REG,BAT,,,4,,,2,3,3
AL,TE,A.J.,Alexy,COMP,PIT,,,,,,,,
AL,TE,Kolby,Allard,REG,PIT,,,,,,,,
AL,TE,Drew,Anderson,COMP,PIT,,,,,,,,
AL,TE,Kohei,Arihara,REG,PIT,,,,,,,,
AL,TE,Joe,Barlow,REG,PIT,,,,,,,,
AL,TE,Wes,Benjamin,COMP,PIT,,,,,,,,
AL,TE,Matt,Bush,COMP,PIT,,,,,,,,
AL,TE,Kyle,Cody,COMP,PIT,,,,,,,,
AL,TE,Jharel,Cotton,REG,PIT,,,,,,,,
AL,TE,Brett,de Geus-1,ADD,PIT,,,,,,,,
AL,TE,Dane,Dunning,REG,PIT,,,,,,,,
AL,TE,Demarcus,Evans,ADD,PIT,,,,,,,,
AL,TE,Mike,Foltynewicz,REG,PIT,,,,,,,,
AL,TE,Kyle,Gibson-1,MIX,PIT,,,,,,,,
AL,TE,Taylor,Hearn,REG,PIT,,,,,,,,
AL,TE,Spencer,Howard-2,COMP,PIT,,,,,,,,
AL,TE,Ian,Kennedy-1,MIX,PIT,,,,,,,,
AL,TE,John,King,REG,PIT,,,,,,,,
AL,TE,Jake,Latz,COMP,PIT,,,,,,,,
AL,TE,Jordan,Lyles,REG,PIT,,,,,,,,
AL,TE,Brett,Martin,REG,PIT,,,,,,,,
AL,TE,Glenn,Otto,COMP,PIT,,,,,,,,
AL,TE,Spencer,Patton,REG,PIT,,,,,,,,
AL,TE,Dennis,Santana-2,REG,PIT,,,,,,,,
AL,TE,Josh,Sborz,REG,PIT,,,,,,,,
AL,TE,Nick,Snyder,COMP,PIT,,,,,,,,
AL,TE,Hunter,Wood,COMP,PIT,,,,,,,,
AL,TE,Hyeon-jong,Yang,ADD,PIT,,,,,,,,
AL,TO,Riley,Adams-1,COMP,BAT,4,,,,,,,
AL,TO,Bo,Bichette,REG,BAT,,,,,4,,,
AL,TO,Cavan,Biggio,REG,BAT,,4,4,4,,4,,4
AL,TO,Corey,Dickerson-2,REG,BAT,,,,,,4,4,4
AL,TO,Jarrod,Dyson,REG,BAT,,,,,,2,2,2
AL,TO,Santiago,Espinal,REG,BAT,,,,2,,,,
AL,TO,Randal,Grichuk,REG,BAT,,,,,,,4(B3),3(B2)
AL,TO,Vladimir,Guerrero Jr.,REG,BAT,,4,,4,,,,
AL,TO,Lourdes,Gurriel Jr.,REG,BAT,,4,,,,3,,
AL,TO,Teoscar,Hernandez,REG,BAT,,,,,,3,4,3
AL,TO,Jared,Hoying,COMP,BAT,,,,,,4,,
AL,TO,Danny,Jansen,REG,BAT,2,,,,,,,
AL,TO,Alejandro,Kirk,REG,BAT,4,,,,,,,
AL,TO,Jake,Lamb,ADD,BAT,,4,,4,,5,,5
AL,TO,Otto,Lopez,COMP,BAT,,,,,,,,
AL,TO,Reese,McGuire,REG,BAT,3,,,,,,,
AL,TO,Josh,Palacios,COMP,BAT,,,,,,4,4,4
AL,TO,Joe,Panik-1,ADD,BAT,,4,3,4(B5),,,,
AL,TO,Marcus,Semien,REG,BAT,,,1,,3,,,
AL,TO,Kevin,Smith,COMP,BAT,,5,,3,,5,,
AL,TO,George,Springer,REG,BAT,,,,,,,3,3
AL,TO,Rowdy,Tellez-1,ADD,BAT,,3,,,,,,
AL,TO,Breyvic,Valera,ADD,BAT,,,4,4,,,,
AL,TO,Nick,Allgeyer,COMP,PIT,,,,,,,,
AL,TO,Bryan,Baker,COMP,PIT,,,,,,,,
AL,TO,Jacob,Barnes-2,COMP,PIT,,,,,,,,
AL,TO,Jeremy,Beasley,COMP,PIT,,,,,,,,
AL,TO,Travis,Bergen,COMP,PIT,,,,,,,,
AL,TO,Jose,Berrios,REG,PIT,,,,,,,,
AL,TO,Ryan,Borucki,COMP,PIT,,,,,,,,
AL,TO,Anthony,Castro,ADD,PIT,,,,,,,,
AL,TO,Tyler,Chatwood-1,ADD,PIT,,,,,,,,
AL,TO,Adam,Cimber-2,REG,PIT,,,,,,,,
AL,TO,A.J.,Cole,COMP,PIT,,,,,,,,
AL,TO,Rafael,Dolis,REG,PIT,,,,,,,,
AL,TO,Carl,Edwards Jr.-2,COMP,PIT,,,,,,,,
AL,TO,Brad,Hand-1,COMP,PIT,,,,,,,,
AL,TO,Thomas,Hatch,COMP,PIT,,,,,,,,
AL,TO,Anthony,Kay,ADD,PIT,,,,,,,,
AL,TO,Alek,Manoah,REG,PIT,,,,,,,,
AL,TO,Steven,Matz,REG,PIT,,,,,,,,
AL,TO,Tim,Mayza,REG,PIT,,,,,,,,
AL,TO,Julian,Merryweather,COMP,PIT,,,,,,,,
AL,TO,Tommy,Milone,COMP,PIT,,,,,,,,
AL,TO,Patrick,Murphy-1,COMP,PIT,,,,,,,,
AL,TO,Connor,Overton-1,COMP,PIT,,,,,,,,
AL,TO,Nate,Pearson,COMP,PIT,,,,,,,,
AL,TO,David,Phelps,COMP,PIT,,,,,,,,
AL,TO,Robbie,Ray,REG,PIT,,,,,,,,
AL,TO,Trevor,Richards-2,REG,PIT,,,,,,,,
AL,TO,Tanner,Roark,COMP,PIT,,,,,,,,
AL,TO,Jordan,Romano,REG,PIT,,,,,,,,
AL,TO,Hyun-Jin,Ryu,REG,PIT,,,,,,,,
AL,TO,Tayler,Saucedo,REG,PIT,,,,,,,,
AL,TO,Kirby,Snead,COMP,PIT,,,,,,,,
AL,TO,Joakim,Soria-2,COMP,PIT,,,,,,,,
AL,TO,Ross,Stripling,REG,PIT,,,,,,,,
AL,TO,Trent,Thornton,REG,PIT,,,,,,,,
AL,TO,Ty,Tice-1,COMP,PIT,,,,,,,,
AL,TO,T.J.,Zeuch,COMP,PIT,,,,,,,,
LG,TM,FIRST,LAST,USE,B/P,,,,,,,,
NL,AR,Nick,Ahmed,REG,BAT,,,,,1,,,
NL,AR,Seth,Beer,COMP,BAT,,4,,,,,,
NL,AR,Kole,Calhoun,REG,BAT,,,,,,,,3
NL,AR,Drew,Ellis,REG,BAT,,,4,4,,,,
NL,AR,Stuart,Fairchild,COMP,BAT,,,,,,4,4,4
NL,AR,Jake,Hager,COMP,BAT,,,4,,4,4,,4
NL,AR,Nick,Heath,COMP,BAT,,,,,,,2,
NL,AR,Bryan,Holaday,COMP,BAT,4,,,,,,,
NL,AR,Carson,Kelly,REG,BAT,2,,,,,,,
NL,AR,Domingo,Leyba-1,COMP,BAT,,,4,4,,,,
NL,AR,Tim,Locastro-1,ADD,BAT,,,,,,2,3(B2),3(B2)
NL,AR,Ketel,Marte,REG,BAT,,,2(B3),,,,3,
NL,AR,Wyatt,Mathisen,COMP,BAT,,4,,4,,4,,
NL,AR,Jake,McCarthy,COMP,BAT,,,,,,,3,3
NL,AR,David,Peralta,REG,BAT,,,,,,3,,
NL,AR,Geraldo,Perdomo,COMP,BAT,,,,,3,,,
NL,AR,Henry,Ramos,COMP,BAT,,,,,,4,,4
NL,AR,Josh,Reddick,REG,BAT,,,,,,2,3,2
NL,AR,Josh,Rojas-2,REG,BAT,,,3,4,4,4,,4
NL,AR,Pavin,Smith,REG,BAT,,4,,,,4(B3),4,4
NL,AR,Josh,VanMeter,REG,BAT,,4,4,4(B5),,,,
NL,AR,Ildemaro,Vargas,ADD,BAT,,,3,4,4,4,,
NL,AR,Daulton,Varsho,REG,BAT,4,,,,,3,4,4
NL,AR,Christian,Walker,REG,BAT,,3,,,,,,
NL,AR,Andy,Young,REG,BAT,,,4,5,,5,,
NL,AR,Miguel,Aguilar,COMP,PIT,,,,,,,,
NL,AR,Ryan,Buchter,COMP,PIT,,,,,,,,
NL,AR,J.B.,Bukauskas,COMP,PIT,,,,,,,,
NL,AR,Madison,Bumgarner,REG,PIT,,,,,,,,
NL,AR,Humberto,Castellanos,ADD,PIT,,,,,,,,
NL,AR,Taylor,Clarke,REG,PIT,,,,,,,,
NL,AR,Tyler,Clippard,REG,PIT,,,,,,,,
NL,AR,Stefan,Crichton,COMP,PIT,,,,,,,,
NL,AR,Brett,de Geus-2,COMP,PIT,,,,,,,,
NL,AR,Chris,Devenski,COMP,PIT,,,,,,,,
NL,AR,Jon,Duplantier,COMP,PIT,,,,,,,,
NL,AR,Jake,Faria,REG,PIT,,,,,,,,
NL,AR,Seth,Frankoff,COMP,PIT,,,,,,,,
NL,AR,Luis,Frias,COMP,PIT,,,,,,,,
NL,AR,Zac,Gallen,REG,PIT,,,,,,,,
NL,AR,Tyler,Gilbert,REG,PIT,,,,,,,,
NL,AR,Kevin,Ginkel,ADD,PIT,,,,,,,,
NL,AR,Merrill,Kelly,REG,PIT,,,,,,,,
NL,AR,Yoan,Lopez,COMP,PIT,,,,,,,,
NL,AR,Joe,Mantiply,REG,PIT,,,,,,,,
NL,AR,Corbin,Martin-2,COMP,PIT,,,,,,,,
NL,AR,Humberto,Mejia,COMP,PIT,,,,,,,,
NL,AR,Keury,Mella,COMP,PIT,,,,,,,,
NL,AR,Matt,Peacock,REG,PIT,,,,,,,,
NL,AR,Sean,Poppen-2,COMP,PIT,,,,,,,,
NL,AR,Noe,Ramirez-2,REG,PIT,,,,,,,,
NL,AR,Brandyn,Sittinger,COMP,PIT,,,,,,,,
NL,AR,Caleb,Smith,REG,PIT,,,,,,,,
NL,AR,Riley,Smith,REG,PIT,,,,,,,,
NL,AR,Joakim,Soria-1,ADD,PIT,,,,,,,,
NL,AR,Anthony,Swarzak-1,COMP,PIT,,,,,,,,
NL,AR,Luke,Weaver,REG,PIT,,,,,,,,
NL,AR,Jordan,Weems-2,COMP,PIT,,,,,,,,
NL,AR,J.B.,Wendelken-2,COMP,PIT,,,,,,,,
NL,AR,Taylor,Widener,REG,PIT,,,,,,,,
NL,AR,Alex,Young-1,ADD,PIT,,,,,,,,
NL,AT,Ronald,Acuna Jr,REG,BAT,,,,,,,3,2
NL,AT,Ehire,Adrianza,REG,BAT,,,3,3,4,4,,4
NL,AT,Ozzie,Albies,REG,BAT,,,1,,,,,
NL,AT,Abraham,Almonte,ADD,BAT,,,,,,4,,4
NL,AT,Orlando,Arcia,ADD,BAT,,,3,3,3,4,,
NL,AT,Johan,Camargo,COMP,BAT,,4,4,3,,,,
NL,AT,William,Contreras-2,REG,BAT,4,,,,,,,
NL,AT,Travis,d'Arnaud,REG,BAT,3,,,,,,,
NL,AT,Adam,Duvall,REG,BAT,,,,,,1,3,1
NL,AT,Freddie,Freeman,REG,BAT,,1,,,,,,
NL,AT,Guillermo,Heredia,REG,BAT,,,,,,2,2,
