LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
AL,LAA,Andrew,Wantz,COMP,PIT,,,,,,,,
AL,LAA,Ryan,Zeferjahn,COMP,PIT,,,,,,,,
AL,LAA,Guillo,Zuniga,COMP,PIT,,,,,,,,
AL,MIN,Byron,Buxton,REG,BAT,,,,,,,2,
AL,MIN,Jair,Camargo,COMP,BAT,4,,,,,,,
AL,MIN,Diego,Castillo,COMP,BAT,,,,4,,,,
AL,MIN,Willi,Castro,REG,BAT,,,3,3,4(B3),3,4,
AL,MIN,Carlos,Correa,REG,BAT,,,,,1,,,
AL,MIN,Kyle,Farmer,REG,BAT,,4,3,3,4,,,
AL,MIN,Michael,Helman,COMP,BAT,,,,4,,4,4,4
AL,MIN,Ryan,Jeffers,REG,BAT,4,,,,,,,
AL,MIN,Edouard,Julien,REG,BAT,,5,4,,,,,
AL,MIN,DaShawn,Keirsey,COMP,BAT,,,,,,,3,
AL,MIN,Max,Kepler,REG,BAT,,,,,,,,2(B1)
AL,MIN,Alex,Kirilloff,ADD,BAT,,4,,,,4,,4
AL,MIN,Trevor,Larnach,REG,BAT,,,,,,4(B3),,4(B3)
AL,MIN,Brooks,Lee,MIX,BAT,,,3,3,3(B2),,,
AL,MIN,Royce,Lewis,REG,BAT,,,5,3,,,,
AL,MIN,Manuel,Margot,REG,BAT,,,,,,4,4,4
AL,MIN,Austin,Martin,REG,BAT,,,4,,,3,4(B3),
AL,MIN,Jose,Miranda,REG,BAT,,4,,4,5,,,
AL,MIN,Carlos,Santana,REG,BAT,,1,,,,,,
AL,MIN,Christian,Vazquez,REG,BAT,2,4,,5,,,,
AL,MIN,Matt,Wallner,MIX,BAT,,,,,,4(B3),,4(B3)
AL,MIN,Jorge,Alcala,REG,PIT,,,,,,,,
AL,MIN,Scott,Blewett,ADD,PIT,,,,,,,,
AL,MIN,Caleb,Boushley,COMP,PIT,,,,,,,,
AL,MIN,Diego,Castillo,COMP,PIT,,,,,,,,
AL,MIN,Randy,Dobnak,COMP,PIT,,,,,,,,
AL,MIN,Daniel,Duarte,COMP,PIT,,,,,,,,
AL,MIN,Jhoan,Duran,REG,PIT,,,,,,,,
AL,MIN,David,Festa,REG,PIT,,,,,,,,
AL,MIN,Kody,Funderburk,ADD,PIT,,,,,,,,
AL,MIN,Brent,Headrick,COMP,PIT,,,,,,,,
AL,MIN,Ronny,Henriquez,ADD,PIT,,,,,,,,
AL,MIN,Cole,Irvin,ADD,PIT,,,,,,,,
AL,MIN,Jay,Jackson,ADD,PIT,,,,,,,,
AL,MIN,Griffin,Jax,REG,PIT,,,,,,,,
AL,MIN,Pablo,Lopez,REG,PIT,,,,,,,,
AL,MIN,Zebby,Matthews,ADD,PIT,,,,,,,,
AL,MIN,Bailey,Ober,REG,PIT,,,,,,,,
AL,MIN,Steven,Okert,REG,PIT,,,,,,,,
AL,MIN,Chris,Paddack,REG,PIT,,,,,,,,
AL,MIN,Trevor,Richards,ADD,PIT,,,,,,,,
AL,MIN,Joe,Ryan,REG,PIT,,,,,,,,
AL,MIN,Cole,Sands,REG,PIT,,,,,,,,
AL,MIN,Josh,Staumont,ADD,PIT,,,,,,,,
AL,MIN,Brock,Stewart,COMP,PIT,,,,,,,,
AL,MIN,Caleb,Thielbar,REG,PIT,,,,,,,,
AL,MIN,Michael,Tonkin,REG,PIT,,,,,,,,
AL,MIN,Justin,Topa,COMP,PIT,,,,,,,,
AL,MIN,Louie,Varland,ADD,PIT,,,,,,,,
AL,MIN,Josh,Winder,COMP,PIT,,,,,,,,
AL,MIN,Simeon,Woods Richardson,REG,PIT,,,,,,,,
AL,NYY,Jon,Berti,ADD,BAT,,,3,3,,4,,
AL,NYY,Oswaldo,Cabrera,REG,BAT,,3,4,2,4,3,,3
AL,NYY,Jazz,Chisholm Jr.,REG,BAT,,,,4,,,3,
AL,NYY,J.D.,Davis,ADD,BAT,,5,,5,,,,
AL,NYY,Jasson,Dominguez,ADD,BAT,,,,,,4,4,
AL,NYY,Duke,Ellis,COMP,BAT,,,,,,3,3,
AL,NYY,Trent,Grisham,REG,BAT,,,,,,,1(B2),
AL,NYY,Jahmai,Jones,COMP,BAT,,,4,4,,4,,4
AL,NYY,Aaron,Judge,REG,BAT,,,,,,3,3(B2),2(B1)
AL,NYY,DJ,LeMahieu,REG,BAT,,3,,3(B2),,,,
AL,NYY,Carlos,Narvaez,COMP,BAT,4,,,,,,,
AL,NYY,Oswald,Peraza,COMP,BAT,,,,3,,,,
AL,NYY,Ben,Rice,ADD,BAT,4,4,,,,,,
AL,NYY,Anthony,Rizzo,REG,BAT,,3,,,,,,
AL,NYY,Juan,Soto,REG,BAT,,,,,,3(B2),,3(B2)
AL,NYY,Giancarlo,Stanton,REG,BAT,,,,,,,,
AL,NYY,Gleyber,Torres,REG,BAT,,,4,,,,,
AL,NYY,Taylor,Trammell,COMP,BAT,,,,,,3,,4
AL,NYY,Jose,Trevino,REG,BAT,2,,,,,,,
AL,NYY,Alex,Verdugo,REG,BAT,,,,,,2,4,3
AL,NYY,Anthony,Volpe,REG,BAT,,,,,1(B2),,,
AL,NYY,Austin,Wells,REG,BAT,3,,,,,,,
AL,NYY,Clayton,Andrews,COMP,PIT,,,,,,,,
AL,NYY,Clayton,Beeter,COMP,PIT,,,,,,,,
AL,NYY,Phil,Bickford,COMP,PIT,,,,,,,,
AL,NYY,Nick,Burdi,COMP,PIT,,,,,,,,
AL,NYY,Gerrit,Cole,REG,PIT,,,,,,,,
AL,NYY,Nestor,Cortes,REG,PIT,,,,,,,,
AL,NYY,Jake,Cousins,REG,PIT,,,,,,,,
AL,NYY,Scott,Effross,COMP,PIT,,,,,,,,
AL,NYY,Luis,Gil,REG,PIT,,,,,,,,
AL,NYY,Yoendrys,Gomez,COMP,PIT,,,,,,,,
AL,NYY,Victor,Gonzalez,ADD,PIT,,,,,,,,
AL,NYY,Ian,Hamilton,REG,PIT,,,,,,,,
AL,NYY,Tim,Hill,REG,PIT,,,,,,,,
AL,NYY,Clay,Holmes,REG,PIT,,,,,,,,
AL,NYY,Tommy,Kahnle,REG,PIT,,,,,,,,
AL,NYY,Mark,Leiter Jr.,REG,PIT,,,,,,,,
AL,NYY,Jonathan,Loaisiga,COMP,PIT,,,,,,,,
AL,NYY,Josh,Maciejewski,COMP,PIT,,,,,,,,
AL,NYY,Ron,Marinaccio,ADD,PIT,,,,,,,,
AL,NYY,Tim,Mayza,REG,PIT,,,,,,,,
AL,NYY,Anthony,Misiewicz,COMP,PIT,,,,,,,,
AL,NYY,Cody,Poteet,ADD,PIT,,,,,,,,
AL,NYY,Carlos,Rodon,REG,PIT,,,,,,,,
AL,NYY,Dennis,Santana,ADD,PIT,,,,,,,,
AL,NYY,Clarke,Schmidt,REG,PIT,,,,,,,,
AL,NYY,Marcus,Stroman,REG,PIT,,,,,,,,
AL,NYY,Will,Warren,ADD,PIT,,,,,,,,
AL,NYY,Luke,Weaver,REG,PIT,,,,,,,,
AL,OAK,Nick,Allen,ADD,BAT,,,2,3,1(B2),,,
AL,OAK,Armando,Alvarez,COMP,BAT,,4,4,4,,4,,
AL,OAK,Miguel,Andujar,REG,BAT,,,,,,4(B3),,
AL,OAK,JJ,Bleday,REG,BAT,,,,,,,4(B3),
AL,OAK,Seth,Brown,REG,BAT,,4,,,,3,,3
AL,OAK,Lawrence,Butler,REG,BAT,,,,,,,4,3
AL,OAK,Daz,Cameron,REG,BAT,,,,,,3(B2),3,3(B2)
AL,OAK,Zack,Gelof,REG,BAT,,,2,,,,,
AL,OAK,Tristan,Gray,COMP,BAT,,4,,3,,,,
AL,OAK,Brett,Harris,ADD,BAT,,,,3,,,,
AL,OAK,Darell,Hernaiz,ADD,BAT,,,4,3,4,,,
AL,OAK,Shea,Langeliers,REG,BAT,4(B3),,,,,,,
AL,OAK,Kyle,McCann,REG,BAT,4,,,,,,,
AL,OAK,Tyler,Nevin,REG,BAT,,4,,4,,4,,4
AL,OAK,Ryan,Noda,ADD,BAT,,3,,,,,,4
AL,OAK,Brent,Rooker,REG,BAT,,,,,,5,,5
AL,OAK,Esteury,Ruiz,ADD,BAT,,,,,,3,4,
AL,OAK,Max,Schuemann,REG,BAT,,,3,4,3,4,4,
AL,OAK,Tyler,Soderstrom,REG,BAT,4,4,,,,,,
AL,OAK,Abraham,Toro,REG,BAT,,4,4,4,,4,,
AL,OAK,Jacob,Wilson,REG,BAT,,,,,3,,,
AL,OAK,Austin L,Adams,REG,PIT,,,,,,,,
AL,OAK,Scott,Alexander,REG,PIT,,,,,,,,
AL,OAK,Brady,Basso,ADD,PIT,,,,,,,,
AL,OAK,Osvaldo,Bido,REG,PIT,,,,,,,,
AL,OAK,Brandon,Bielak,ADD,PIT,,,,,,,,
AL,OAK,Paul,Blackburn,ADD,PIT,,,,,,,,
AL,OAK,Joe,Boyle,ADD,PIT,,,,,,,,
AL,OAK,Aaron,Brooks,ADD,PIT,,,,,,,,
AL,OAK,Joey,Estes,REG,PIT,,,,,,,,
AL,OAK,Tyler,Ferguson,REG,PIT,,,,,,,,
AL,OAK,J.T.,Ginn,ADD,PIT,,,,,,,,
AL,OAK,Hogan,Harris,REG,PIT,,,,,,,,
AL,OAK,Grant,Holman,COMP,PIT,,,,,,,,
AL,OAK,Dany,Jimenez,ADD,PIT,,,,,,,,
AL,OAK,Janson,Junk,COMP,PIT,,,,,,,,
AL,OAK,Michael,Kelly,ADD,PIT,,,,,,,,
AL,OAK,Will,Klein,COMP,PIT,,,,,,,,
AL,OAK,T.J.,McFarland,REG,PIT,,,,,,,,
AL,OAK,Luis,Medina,ADD,PIT,,,,,,,,
AL,OAK,Mason,Miller,REG,PIT,,,,,,,,
AL,OAK,Kyle,Muller,REG,PIT,,,,,,,,
AL,OAK,Sean,Newcomb,COMP,PIT,,,,,,,,
AL,OAK,Jack,O'Loughlin,COMP,PIT,,,,,,,,
AL,OAK,Michel,Otanez,REG,PIT,,,,,,,,
AL,OAK,Gerardo,Reyes,COMP,PIT,,,,,,,,
AL,OAK,JP,Sears,REG,PIT,,,,,,,,
AL,OAK,Mitch,Spence,REG,PIT,,,,,,,,
AL,OAK,Ross,Stripling,REG,PIT,,,,,,,,
AL,OAK,Alex,Wood,ADD,PIT,,,,,,,,
AL,SEA,Randy,Arozarena,REG,BAT,,,,,,2,4(B3),
AL,SEA,Ryan,Bliss,ADD,BAT,,,3,,,,,
AL,SEA,Dominic,Canzone,REG,BAT,,,,,,3(B2),,4(B3)
AL,SEA,J.P.,Crawford,REG,BAT,,,,,2,,,
AL,SEA,Ty,France,MIX,BAT,,4,4,,,,,
AL,SEA,Mitch,Garver,REG,BAT,4,,,,,,,
AL,SEA,Sam,Haggerty,COMP,BAT,,,,,,3,,3
AL,SEA,Mitch,Haniger,REG,BAT,,,,,,,,4
AL,SEA,Tyler,Locklear,ADD,BAT,,4,,,,,,
AL,SEA,Cade,Marlowe,COMP,BAT,,,,,,,4,3
AL,SEA,Dylan,Moore,REG,BAT,,4,3(B2),3(B2),3,3,,
AL,SEA,Jorge,Polanco,REG,BAT,,,4,,,,,
AL,SEA,Cal,Raleigh,REG,BAT,1,,,,,,,
AL,SEA,Luke,Raley,REG,BAT,,4(B3),,,,3,4,3
AL,SEA,Leo,Rivas,ADD,BAT,,,3,3,3,,,
AL,SEA,Victor,Robles,REG,BAT,,,,,,2,2,2
AL,SEA,Julio,Rodriguez,REG,BAT,,,,,,,1(B2),
AL,SEA,Josh,Rojas,REG,BAT,,4,3,2,,4,,
AL,SEA,Samad,Taylor,COMP,BAT,,,,,,4,,
AL,SEA,Justin,Turner,REG,BAT,,4,,5,,,,
AL,SEA,Luis,Urias,ADD,BAT,,,,4,,,,
AL,SEA,Jason,Vosler,COMP,BAT,,4,,,,,,5
AL,SEA,Seby,Zavala,COMP,BAT,4,,,,,,,
AL,SEA,Eduard,Bazardo,REG,PIT,,,,,,,,
AL,SEA,Cody,Bolton,ADD,PIT,,,,,,,,
AL,SEA,Luis,Castillo,REG,PIT,,,,,,,,
AL,SEA,JT,Chargois,REG,PIT,,,,,,,,
AL,SEA,Jhonathan,Diaz,COMP,PIT,,,,,,,,
AL,SEA,Yimi,Garcia,ADD,PIT,,,,,,,,
AL,SEA,Logan,Gilbert,REG,PIT,,,,,,,,
AL,SEA,Emerson,Hancock,REG,PIT,,,,,,,,
AL,SEA,Jonathan,Hernandez,ADD,PIT,,,,,,,,
AL,SEA,George,Kirby,REG,PIT,,,,,,,,
AL,SEA,Tyson,Miller,COMP,PIT,,,,,,,,
AL,SEA,Bryce,Miller,REG,PIT,,,,,,,,
AL,SEA,Andres,Munoz,REG,PIT,,,,,,,,
AL,SEA,Gregory,Santos,COMP,PIT,,,,,,,,
AL,SEA,Tayler,Saucedo,REG,PIT,,,,,,,,
AL,SEA,Kirby,Snead,COMP,PIT,,,,,,,,
AL,SEA,Collin,Snider,REG,PIT,,,,,,,,
AL,SEA,Gabe,Speier,ADD,PIT,,,,,,,,
AL,SEA,Ryne,Stanek,ADD,PIT,,,,,,,,
AL,SEA,Troy,Taylor,REG,PIT,,,,,,,,
AL,SEA,Trent,Thornton,REG,PIT,,,,,,,,
AL,SEA,Austin,Voth,REG,PIT,,,,,,,,
AL,SEA,Bryan,Woo,REG,PIT,,,,,,,,
AL,TBR,Jonathan,Aranda,ADD,BAT,,3,5,5,,,,
AL,TBR,Rob,Brantly,COMP,BAT,4,,,,,,,
AL,TBR,Jose,Caballero,REG,BAT,,,2,2,2,,,
AL,TBR,Junior,Caminero,REG,BAT,,5,,4,,,,
AL,TBR,Dylan,Carlson,REG,BAT,,,,,,3,,3
AL,TBR,Jonny,DeLuca,REG,BAT,,,,,,2,2,2
AL,TBR,Yandy,Diaz,REG,BAT,,4,,,,,,
AL,TBR,Logan,Driscoll,COMP,BAT,4,,,,,,,
AL,TBR,Alex,Jackson,REG,BAT,2,,,,,,,
AL,TBR,Brandon,Lowe,REG,BAT,,4,3(B2),,,,,
AL,TBR,Josh,Lowe,REG,BAT,,,,,,3,4,3
AL,TBR,Curtis,Mead,ADD,BAT,,5,4,4,,,,
AL,TBR,Kameron,Misner,COMP,BAT,,,,,,3,4,
AL,TBR,Christopher,Morel,REG,BAT,,,4,,,4,,
AL,TBR,Richie,Palacios,REG,BAT,,,2(B3),4,5,3(B2),,3(B2)
AL,TBR,Isaac,Paredes,MIX,BAT,,3,,3,,,,
AL,TBR,Rene,Pinto,COMP,BAT,4,,,,,,,
AL,TBR,Harold,Ramirez,ADD,BAT,,,,,,5,,5
AL,TBR,Ben,Rortvedt,REG,BAT,3,,,,,,,
AL,TBR,Amed,Rosario,MIX,BAT,,,3,4,4,,,4
AL,TBR,Austin,Shenton,COMP,BAT,,4,,,,,,
AL,TBR,Jose,Siri,REG,BAT,,5,,,,,1,
AL,TBR,Taylor,Walls,REG,BAT,,,,,1,,,
AL,TBR,Jason,Adam,ADD,PIT,,,,,,,,
AL,TBR,Tyler,Alexander,REG,PIT,,,,,,,,
AL,TBR,Shawn,Armstrong,ADD,PIT,,,,,,,,
AL,TBR,Shane,Baz,REG,PIT,,,,,,,,
AL,TBR,Hunter,Bigge,COMP,PIT,,,,,,,,
AL,TBR,Taj,Bradley,REG,PIT,,,,,,,,
AL,TBR,Aaron,Civale,ADD,PIT,,,,,,,,
AL,TBR,Garrett,Cleavinger,REG,PIT,,,,,,,,
AL,TBR,Chris,Devenski,ADD,PIT,,,,,,,,
AL,TBR,Pete,Fairbanks,REG,PIT,,,,,,,,
AL,TBR,Kevin,Kelly,REG,PIT,,,,,,,,
AL,TBR,Joel,Kuhnel,COMP,PIT,,,,,,,,
AL,TBR,Zack,Littell,REG,PIT,,,,,,,,
AL,TBR,Jacob,Lopez,COMP,PIT,,,,,,,,
AL,TBR,Richard,Lovelady,REG,PIT,,,,,,,,
AL,TBR,Phil,Maton,ADD,PIT,,,,,,,,
AL,TBR,Mason,Montgomery,COMP,PIT,,,,,,,,
AL,TBR,Ryan,Pepiot,REG,PIT,,,,,,,,
AL,TBR,Colin,Poche,REG,PIT,,,,,,,,
AL,TBR,Erasmo,Ramirez,ADD,PIT,,,,,,,,
AL,TBR,Drew,Rasmussen,REG,PIT,,,,,,,,
AL,TBR,Manuel,Rodriguez,REG,PIT,,,,,,,,
AL,TBR,Jeffrey,Springs,REG,PIT,,,,,,,,
AL,TBR,Justin,Sterner,COMP,PIT,,,,,,,,
AL,TBR,Cole,Sulser,COMP,PIT,,,,,,,,
AL,TBR,Edwin,Uceta,REG,PIT,,,,,,,,
AL,TBR,Jacob,Waguespack,COMP,PIT,,,,,,,,
AL,TBR,Tyler,Zuber,COMP,PIT,,,,,,,,
AL,TEX,Evan,Carter,REG,BAT,,,,,,4(B3),3,3
AL,TEX,Matt,Duffy,COMP,BAT,,,,3,,,,
AL,TEX,Ezequiel,Dur�n,REG,BAT,,4,3,3,3,4(B3),,4(B3)
AL,TEX,Sandro,Fabian,COMP,BAT,,,,,,4,,
AL,TEX,Justin,Foscue,COMP,BAT,,5,4,,,,,
AL,TEX,Adolis,Garcia,REG,BAT,,,,,,,,4(B3)
AL,TEX,Dustin,Harris,COMP,BAT,,,,,,,,
AL,TEX,Jonah,Heim,REG,BAT,2,,,,,,,
AL,TEX,Derek,Hill,COMP,BAT,,,,,,2,2,3
AL,TEX,Sam,Huff,COMP,BAT,5,,,,,,,
AL,TEX,Travis,Jankowski,REG,BAT,,,,,,1(B2),2,1(B2)
AL,TEX,Josh,Jung,REG,BAT,,,,4(B3),,,,
AL,TEX,Carson,Kelly,REG,BAT,3,,,,,,,
AL,TEX,Andrew,Knizner,ADD,BAT,4,,,,,,,
AL,TEX,Wyatt,Langford,REG,BAT,,,,,,2,3,
AL,TEX,Nathaniel,Lowe,REG,BAT,,1(B2),,,,,,
AL,TEX,Jonathan,Ornelas,COMP,BAT,,,4,4,3,,4,
AL,TEX,Corey,Seager,REG,BAT,,,,,3,,,
AL,TEX,Marcus,Semien,REG,BAT,,,1,,,,,
AL,TEX,Josh,Smith,REG,BAT,,,4,2,3,4,,4
AL,TEX,Leody,Taveras,REG,BAT,,,,,,,1,
AL,TEX,Jared,Walsh,ADD,BAT,,3,,,,,,
AL,TEX,Davis,Wendzel,ADD,BAT,,5,4,4,,,,
AL,TEX,Chase,Anderson,ADD,PIT,,,,,,,,
AL,TEX,Grant,Anderson,REG,PIT,,,,,,,,
AL,TEX,Shaun,Anderson,COMP,PIT,,,,,,,,
AL,TEX,Cody,Bradford,REG,PIT,,,,,,,,
AL,TEX,Andrew,Chafin,REG,PIT,,,,,,,,
AL,TEX,Marc,Church,COMP,PIT,,,,,,,,
AL,TEX,Jacob,deGrom,ADD,PIT,,,,,,,,
AL,TEX,Dane,Dunning,REG,PIT,,,,,,,,
AL,TEX,Nathan,Eovaldi,REG,PIT,,,,,,,,
AL,TEX,Matt,Festa,ADD,PIT,,,,,,,,
AL,TEX,Gerson,Garabito,REG,PIT,,,,,,,,
AL,TEX,Jon,Gray,REG,PIT,,,,,,,,
AL,TEX,Andrew,Heaney,REG,PIT,,,,,,,,
AL,TEX,Jake,Latz,REG,PIT,,,,,,,,
AL,TEX,Jose,Leclerc,REG,PIT,,,,,,,,
AL,TEX,Jack,Leiter,ADD,PIT,,,,,,,,
AL,TEX,Tyler,Mahle,COMP,PIT,,,,,,,,
AL,TEX,Walter,Pennington,COMP,PIT,,,,,,,,
AL,TEX,Austin,Pruitt,COMP,PIT,,,,,,,,
AL,TEX,Daniel,Robert,COMP,PIT,,,,,,,,
AL,TEX,David,Robertson,REG,PIT,,,,,,,,
AL,TEX,Kumar,Rocker,COMP,PIT,,,,,,,,
AL,TEX,Josh,Sborz,ADD,PIT,,,,,,,,
AL,TEX,Max,Scherzer,REG,PIT,,,,,,,,
AL,TEX,Jesus,Tinoco,COMP,PIT,,,,,,,,
AL,TEX,Jose,Urena,REG,PIT,,,,,,,,
AL,TEX,Owen,White,COMP,PIT,,,,,,,,
AL,TEX,Cole,Winn,COMP,PIT,,,,,,,,
AL,TEX,Kirby,Yates,REG,PIT,,,,,,,,
AL,TOR,Addison,Barger,REG,BAT,,,,3(B4),,4,,4
AL,TOR,Steward,Berroa,COMP,BAT,,,,,,3,3,3
AL,TOR,Bo,Bichette,REG,BAT,,,,,4,,,
AL,TOR,Cavan,Biggio,COMP,BAT,,4,3,4,,,,4
AL,TOR,Jonatan,Clase,ADD,BAT,,,,,,4,4,
AL,TOR,Ernie,Clement,REG,BAT,,,3,2,3,4,,
AL,TOR,Luis,De Los Santos,COMP,BAT,,4,,4,,,,
AL,TOR,Vladimir,Guerrero Jr.,REG,BAT,,3,,4,,,,
AL,TOR,Tyler,Heineman,COMP,BAT,3,,,,,,,
AL,TOR,Spencer,Horwitz,REG,BAT,,4(B3),4,,,,,
AL,TOR,Leo,Jimenez,REG,BAT,,,3,,3,,,
AL,TOR,Kevin,Kiermaier,MIX,BAT,,,,,,,1,
AL,TOR,Isiah,Kiner-Falefa,MIX,BAT,,,2,2,3,,4,
AL,TOR,Alejandro,Kirk,REG,BAT,2,,,,,,,
AL,TOR,Joey,Loperfido,REG,BAT,,4,,,,3(B2),4,4(B3)
AL,TOR,Nathan,Lukes,REG,BAT,,,,,,3,4,3
AL,TOR,Orelvis,Martinez,COMP,BAT,,,5,,,,,
AL,TOR,Davis,Schneider,REG,BAT,,,3(B2),,,3,,
AL,TOR,Brian,Serven,REG,BAT,3,,,,,,,
AL,TOR,George,Springer,REG,BAT,,,,,,,4,3
AL,TOR,Daulton,Varsho,REG,BAT,,,,,,1,1,2
AL,TOR,Daniel,Vogelbach,ADD,BAT,,,,,,,,
AL,TOR,Will,Wagner,ADD,BAT,,5,4,,,,,
AL,TOR,Chris,Bassitt,REG,PIT,,,,,,,,
AL,TOR,Jose,Berrios,REG,PIT,,,,,,,,
AL,TOR,Ryan,Burr,REG,PIT,,,,,,,,
AL,TOR,Genesis,Cabrera,REG,PIT,,,,,,,,
AL,TOR,Jose,Cuas,COMP,PIT,,,,,,,,
AL,TOR,Brett,de Geus,COMP,PIT,,,,,,,,
AL,TOR,Brandon,Eisert,COMP,PIT,,,,,,,,
AL,TOR,Paolo,Espino,COMP,PIT,,,,,,,,
AL,TOR,Bowden,Francis,REG,PIT,,,,,,,,
AL,TOR,Luis,Frias,COMP,PIT,,,,,,,,
AL,TOR,Kevin,Gausman,REG,PIT,,,,,,,,
AL,TOR,Chad,Green,REG,PIT,,,,,,,,
AL,TOR,Brendon,Little,REG,PIT,,,,,,,,
AL,TOR,Easton,Lucas,COMP,PIT,,,,,,,,
AL,TOR,Alek,Manoah,REG,PIT,,,,,,,,
AL,TOR,Tommy,Nance,REG,PIT,,,,,,,,
AL,TOR,Nate,Pearson,ADD,PIT,,,,,,,,
AL,TOR,Zach,Pop,REG,PIT,,,,,,,,
AL,TOR,Nick,Robertson,COMP,PIT,,,,,,,,
AL,TOR,Yariel,Rodriguez,REG,PIT,,,,,,,,
AL,TOR,Yerry,Rodriguez,ADD,PIT,,,,,,,,
AL,TOR,Jordan,Romano,ADD,PIT,,,,,,,,
AL,TOR,Erik,Swanson,REG,PIT,,,,,,,,
AL,TOR,Dillon,Tate,ADD,PIT,,,,,,,,
AL,TOR,Mitch,White,COMP,PIT,,,,,,,,
AL,TOR,Ryan,Yarbrough,REG,PIT,,,,,,,,
NL,ARI,Blaze,Alexander,MIX,BAT,,,3,4,4,,,
NL,ARI,Tucker,Barnhart,ADD,BAT,4,,,,,,,
NL,ARI,Jorge,Barrosa,COMP,BAT,,,,,,3,3,
NL,ARI,Josh,Bell,REG,BAT,,5(B4),,,,,,
NL,ARI,Corbin,Carroll,REG,BAT,,,,,,,3,2
NL,ARI,Adrian,Del Castillo,ADD,BAT,4,,,,,,,
NL,ARI,Randal,Grichuk,REG,BAT,,,,,,3(B2),,3(B2)
NL,ARI,Luis,Guillorme,COMP,BAT,,,2,2,3,,,
NL,ARI,Lourdes,Gurriel Jr.,REG,BAT,,4,,,,2,,
NL,ARI,Jose,Herrera,REG,BAT,4,,,5,,,,
NL,ARI,Ketel,Marte,REG,BAT,,,1,,4,,,
NL,ARI,Jake,McCarthy,REG,BAT,,,,,,2,3(B2),2
NL,ARI,Gabriel,Moreno,REG,BAT,1,,,,,,,
NL,ARI,Kevin,Newman,REG,BAT,,4,3(B2),3,3,4,,
NL,ARI,Joc,Pederson,REG,BAT,,,,,,,,
NL,ARI,Geraldo,Perdomo,REG,BAT,,,,,2,,,
NL,ARI,Jace,Peterson,COMP,BAT,,,4,4,4,,,
NL,ARI,Pavin,Smith,ADD,BAT,,4,,,,4,,4
NL,ARI,Eugenio,Suarez,REG,BAT,,,,2,,,,
NL,ARI,Alek,Thomas,ADD,BAT,,,,,,,1,
NL,ARI,Christian,Walker,REG,BAT,,1,,,,,,
NL,ARI,Logan,Allen,ADD,PIT,,,,,,,,
NL,ARI,Matt,Bowman,COMP,PIT,,,,,,,,
NL,ARI,Humberto,Castellanos,COMP,PIT,,,,,,,,
NL,ARI,Miguel,Castro,COMP,PIT,,,,,,,,
NL,ARI,Slade,Cecconi,REG,PIT,,,,,,,,
NL,ARI,Yilber,Diaz,ADD,PIT,,,,,,,,
NL,ARI,Dylan,Floro,MIX,PIT,,,,,,,,
NL,ARI,Luis,Frias,COMP,PIT,,,,,,,,
NL,ARI,Zac,Gallen,REG,PIT,,,,,,,,
NL,ARI,Kevin,Ginkel,REG,PIT,,,,,,,,
NL,ARI,Tommy,Henry,ADD,PIT,,,,,,,,
NL,ARI,Brandon,Hughes,COMP,PIT,,,,,,,,
NL,ARI,Joe,Jacques,COMP,PIT,,,,,,,,
NL,ARI,Bryce,Jarvis,REG,PIT,,,,,,,,
NL,ARI,Merrill,Kelly,REG,PIT,,,,,,,,
NL,ARI,Joe,Mantiply,REG,PIT,,,,,,,,
NL,ARI,Justin,Martinez,REG,PIT,,,,,,,,
NL,ARI,Scott,McGough,ADD,PIT,,,,,,,,
NL,ARI,Cristian,Mena,COMP,PIT,,,,,,,,
NL,ARI,Jordan,Montgomery,REG,PIT,,,,,,,,
NL,ARI,Kyle,Nelson,COMP,PIT,,,,,,,,
NL,ARI,Ryne,Nelson,REG,PIT,,,,,,,,
NL,ARI,Brandon,Pfaadt,REG,PIT,,,,,,,,
NL,ARI,A.J.,Puk,REG,PIT,,,,,,,,
NL,ARI,Eduardo,Rodriguez,REG,PIT,,,,,,,,
NL,ARI,Andrew,Saalfrank,COMP,PIT,,,,,,,,
NL,ARI,Paul,Sewald,REG,PIT,,,,,,,,
NL,ARI,Ryan,Thompson,REG,PIT,,,,,,,,
NL,ARI,Thyago,Vieira,ADD,PIT,,,,,,,,
NL,ARI,Blake,Walston,COMP,PIT,,,,,,,,
NL,ATL,Ronald,Acuna Jr.,MIX,BAT,,,,,,,,3
NL,ATL,Ozzie,Albies,REG,BAT,,,3(B2),,,,,
NL,ATL,Nacho,Alvarez Jr.,COMP,BAT,,,4,4,,,,
NL,ATL,Brian,Anderson,COMP,BAT,,,,2,,,,3
NL,ATL,Orlando,Arcia,REG,BAT,,,,,2,,,
NL,ATL,Cavan,Biggio,COMP,BAT,,4,3,4(B5),,,,4
NL,ATL,Travis,d'Arnaud,REG,BAT,3,,,,,,,
NL,ATL,Adam,Duvall,REG,BAT,,,,,,3,,3
NL,ATL,David,Fletcher,COMP,BAT,,,3,,,,,
NL,ATL,Michael,Harris II,REG,BAT,,,,,,,1,
NL,ATL,Jarred,Kelenic,REG,BAT,,,,,,2,3,
NL,ATL,Ramon,Laureano,REG,BAT,,,,,,3(B2),3,3(B2)
NL,ATL,J.P.,Martinez,COMP,BAT,,,,,,,3,3
NL,ATL,Whit,Merrifield,REG,BAT,,,3,3,,4,,
