LG,TM,FIRST,LAST,USE,B/P,C,1B,2B,3B,SS,LF,CF,RF
AL,MT,Dylan,Floro,COMP,PIT,,,,,,,,
AL,MT,Kody,Funderburk,COMP,PIT,,,,,,,,
AL,MT,Sonny,Gray,REG,PIT,,,,,,,,
AL,MT,Brent,Headrick,ADD,PIT,,,,,,,,
AL,MT,Griffin,Jax,REG,PIT,,,,,,,,
AL,MT,Dallas,Keuchel,ADD,PIT,,,,,,,,
AL,MT,Pablo,Lopez,REG,PIT,,,,,,,,
AL,MT,Kenta,Maeda,REG,PIT,,,,,,,,
AL,MT,Tyler,Mahle,ADD,PIT,,,,,,,,
AL,MT,Jovani,Moran,REG,PIT,,,,,,,,
AL,MT,Bailey,Ober,REG,PIT,,,,,,,,
AL,MT,Oliver,Ortega,COMP,PIT,,,,,,,,
AL,MT,Chris,Paddack,COMP,PIT,,,,,,,,
AL,MT,Emilio,Pagan,REG,PIT,,,,,,,,
AL,MT,Dereck,Rodriguez,COMP,PIT,,,,,,,,
AL,MT,Joe,Ryan,REG,PIT,,,,,,,,
AL,MT,Cole,Sands,ADD,PIT,,,,,,,,
AL,MT,Brock,Stewart,REG,PIT,,,,,,,,
AL,MT,Caleb,Thielbar,REG,PIT,,,,,,,,
AL,MT,Louie,Varland,REG,PIT,,,,,,,,
AL,MT,Josh,Winder,REG,PIT,,,,,,,,
AL,MT,Simeon,Woods-Richards,COMP,PIT,,,,,,,,
AL,NY,Greg,Allen,COMP,BAT,,,,,,2,3,2
AL,NY,Harrison,Bader,COMP,BAT,,,,,,,1(B2),
AL,NY,Jake,Bauers,REG,BAT,,4,,,,4,,4
AL,NY,Oswaldo,Cabrera,REG,BAT,,4,4,4,4,3,,3
AL,NY,Willie,Calhoun,ADD,BAT,,,,,,5,,5
AL,NY,Franchy,Cordero,ADD,BAT,,,,,,4,,4
AL,NY,Jasson,Dominguez,COMP,BAT,,,,,,,4,
AL,NY,Josh,Donaldson,COMP,BAT,,,,2,,,,
AL,NY,Estevan,Florial,ADD,BAT,,,,,,,3,
AL,NY,Kyle,Higashioka,REG,BAT,3,,,,,,,
AL,NY,Aaron,Judge,REG,BAT,,,,,,,3,1
AL,NY,Isiah,Kiner-Falefa,REG,BAT,,,3,2,3,3,4,4
AL,NY,DJ,LeMahieu,REG,BAT,,2,3,2,,,,
AL,NY,Billy,McKinney,ADD,BAT,,4,,,,3,4,4
AL,NY,Oswald,Peraza,REG,BAT,,,4,3,3,,,
AL,NY,Everson,Pereira,REG,BAT,,,,,,3,,
AL,NY,Anthony,Rizzo,REG,BAT,,2,,,,,,
AL,NY,Ben,Rortvedt,ADD,BAT,3,,,,,,,
AL,NY,Giancarlo,Stanton,REG,BAT,,,,,,5,,5
AL,NY,Gleyber,Torres,REG,BAT,,,3,,,,,
AL,NY,Jose,Trevino,REG,BAT,2,,,,,,,
AL,NY,Anthony,Volpe,REG,BAT,,,,,2,,,
AL,NY,Austin,Wells,ADD,BAT,4,,,,,,,
AL,NY,Albert,Abreu,REG,PIT,,,,,,,,
AL,NY,Matt,Bowman,COMP,PIT,,,,,,,,
AL,NY,Colten,Brewer,COMP,PIT,,,,,,,,
AL,NY,Jhony,Brito,REG,PIT,,,,,,,,
AL,NY,Gerrit,Cole,REG,PIT,,,,,,,,
AL,NY,Jimmy,Cordero,ADD,PIT,,,,,,,,
AL,NY,Nestor,Cortes,ADD,PIT,,,,,,,,
AL,NY,Domingo,German,REG,PIT,,,,,,,,
AL,NY,Yoendrys,Gomez,COMP,PIT,,,,,,,,
AL,NY,Ian,Hamilton,REG,PIT,,,,,,,,
AL,NY,Clay,Holmes,REG,PIT,,,,,,,,
AL,NY,Tommy,Kahnle,REG,PIT,,,,,,,,
AL,NY,Michael,King,REG,PIT,,,,,,,,
AL,NY,Matt,Krook,COMP,PIT,,,,,,,,
AL,NY,Jonathan,Loaisiga,COMP,PIT,,,,,,,,
AL,NY,Ron,Marinaccio,REG,PIT,,,,,,,,
AL,NY,Zach,McAllister,COMP,PIT,,,,,,,,
AL,NY,Keynan,Middleton,ADD,PIT,,,,,,,,
AL,NY,Anthony,Misiewicz,COMP,PIT,,,,,,,,
AL,NY,Frankie,Montas,COMP,PIT,,,,,,,,
AL,NY,Wandy,Peralta,REG,PIT,,,,,,,,
AL,NY,Nick,Ramirez,REG,PIT,,,,,,,,
AL,NY,Carlos,Rodon,REG,PIT,,,,,,,,
AL,NY,Clarke,Schmidt,REG,PIT,,,,,,,,
AL,NY,Luis,Severino,REG,PIT,,,,,,,,
AL,NY,Randy,Vasquez,ADD,PIT,,,,,,,,
AL,NY,Luke,Weaver,COMP,PIT,,,,,,,,
AL,NY,Ryan,Weber,COMP,PIT,,,,,,,,
AL,NY,Greg,Weissert,COMP,PIT,,,,,,,,
AL,OA,Jesus,Aguilar,ADD,BAT,,5,,,,,,
AL,OA,Nick,Allen,REG,BAT,,,2,,1,,,
AL,OA,J.J.,Bleday,REG,BAT,,,,,,3,4,3
AL,OA,Jonah,Bride,ADD,BAT,,4,,4,,,,
AL,OA,Seth,Brown,REG,BAT,,4,,,,3(B2),,3(B2)
AL,OA,Lawrence,Butler,REG,BAT,,,,,,,4(B3),4(B3)
AL,OA,Conner,Capel,ADD,BAT,,,,,,4,,4
AL,OA,Aledmys,Diaz,REG,BAT,,4,3,4(B3),4(B3),4,,
AL,OA,Jordan,Diaz,REG,BAT,,4,4,4,,,,
AL,OA,Zack,Gelof,REG,BAT,,,2,,,,,
AL,OA,Tony,Kemp,REG,BAT,,,3,,,3,,
AL,OA,Shea,Langeliers,REG,BAT,4,,,,,,,
AL,OA,Ryan,Noda,REG,BAT,,3,,,,4,,4
AL,OA,Carlos,Perez,REG,BAT,3,4,,,,4,,
AL,OA,Jace,Peterson,MIX,BAT,,,3,3(B2),,4,,
AL,OA,Manny,Pina,COMP,BAT,2,,,,,,,
AL,OA,Brent,Rooker,REG,BAT,,,,,,5,,5
AL,OA,Esteury,Ruiz,REG,BAT,,,,,,3,4,4
AL,OA,Kevin,Smith,ADD,BAT,,,,3,3(B2),,,
AL,OA,Tyler,Soderstrom,ADD,BAT,4,4,,,,,,
AL,OA,Cody,Thomas,COMP,BAT,,,,,,4,,4
AL,OA,Tyler,Wade,COMP,BAT,,,,3,3,4,,4
AL,OA,Domingo,Acevedo,COMP,PIT,,,,,,,,
AL,OA,Garrett,Acton,COMP,PIT,,,,,,,,
AL,OA,Paul,Blackburn,REG,PIT,,,,,,,,
AL,OA,Joe,Boyle,COMP,PIT,,,,,,,,
AL,OA,Lucas,Erceg,REG,PIT,,,,,,,,
AL,OA,Joey,Estes,COMP,PIT,,,,,,,,
AL,OA,Jeurys,Familia,COMP,PIT,,,,,,,,
AL,OA,Angel,Felipe,COMP,PIT,,,,,,,,
AL,OA,Rico,Garcia,COMP,PIT,,,,,,,,
AL,OA,Hogan,Harris,REG,PIT,,,,,,,,
AL,OA,Zach,Jackson,COMP,PIT,,,,,,,,
AL,OA,Dany,Jimenez,REG,PIT,,,,,,,,
AL,OA,James,Kaprielian,REG,PIT,,,,,,,,
AL,OA,Sam,Long,REG,PIT,,,,,,,,
AL,OA,Richard,Lovelady,ADD,PIT,,,,,,,,
AL,OA,Easton,Lucas,COMP,PIT,,,,,,,,
AL,OA,Adrian,Martinez,REG,PIT,,,,,,,,
AL,OA,Trevor,May,REG,PIT,,,,,,,,
AL,OA,Luis,Medina,REG,PIT,,,,,,,,
AL,OA,Mason,Miller,REG,PIT,,,,,,,,
AL,OA,Sam,Moll,ADD,PIT,,,,,,,,
AL,OA,Kyle,Muller,REG,PIT,,,,,,,,
AL,OA,Zach,Neal,ADD,PIT,,,,,,,,
AL,OA,Sean,Newcomb,COMP,PIT,,,,,,,,
AL,OA,Adam,Oller,COMP,PIT,,,,,,,,
AL,OA,Spencer,Patton,COMP,PIT,,,,,,,,
AL,OA,Francisco,Perez,COMP,PIT,,,,,,,,
AL,OA,Austin,Pruitt,REG,PIT,,,,,,,,
AL,OA,Yacksel,Rios,COMP,PIT,,,,,,,,
AL,OA,Drew,Rucinski,COMP,PIT,,,,,,,,
AL,OA,Tayler,Scott,COMP,PIT,,,,,,,,
AL,OA,J.P.,Sears,REG,PIT,,,,,,,,
AL,OA,Chad,Smith,COMP,PIT,,,,,,,,
AL,OA,Kirby,Snead,COMP,PIT,,,,,,,,
AL,OA,Devin,Sweet,COMP,PIT,,,,,,,,
AL,OA,Freddy,Tarnok,COMP,PIT,,,,,,,,
AL,OA,Ken,Waldichuk,REG,PIT,,,,,,,,
AL,OA,Spenser,Watkins,COMP,PIT,,,,,,,,
AL,SM,Jose,Caballero,REG,BAT,,,2,3,3,4,,
AL,SM,Dominic,Canzone,COMP,BAT,,,,,,4,,4
AL,SM,J.P.,Crawford,REG,BAT,,,,,3,,,
AL,SM,Mike,Ford,REG,BAT,,5,,,,,,
AL,SM,Ty,France,REG,BAT,,3(B2),,,,,,
AL,SM,Sam,Haggerty,REG,BAT,,4,4,,,3,4,4
AL,SM,Teoscar,Hernandez,REG,BAT,,,,,,,,4(B3)
AL,SM,Cooper,Hummel,COMP,BAT,,,,,,,,4
AL,SM,Jarred,Kelenic,REG,BAT,,,,,,2,3,3
AL,SM,Tommy,La Stella,COMP,BAT,,,,,,,,
AL,SM,Cade,Marlowe,REG,BAT,,,,,,3,4,3
AL,SM,Dylan,Moore,REG,BAT,,4,3,4,4,3,4,3
AL,SM,Tom,Murphy,REG,BAT,3,,,,,,,
AL,SM,Brian,O'Keefe,COMP,BAT,4,,,,,,,
AL,SM,A.J.,Pollock,COMP,BAT,,,,,,3,,
AL,SM,Cal,Raleigh,REG,BAT,2,,,,,,,
AL,SM,Julio,Rodriguez,REG,BAT,,,,,,,1,
AL,SM,Josh,Rojas,REG,BAT,,,3,4,,,,
AL,SM,Eugenio,Suarez,REG,BAT,,,,2,,,,
AL,SM,Luis,Torrens,COMP,BAT,4,,,,,,,
AL,SM,Taylor,Trammell,COMP,BAT,,,,,,3,,
AL,SM,Kolten,Wong,ADD,BAT,,,4(B3),,,,,
AL,SM,Tyler,Adcock,COMP,PIT,,,,,,,,
AL,SM,Eduard,Bazardo,COMP,PIT,,,,,,,,
AL,SM,Prelander,Berroa,COMP,PIT,,,,,,,,
AL,SM,Matt,Brash,REG,PIT,,,,,,,,
AL,SM,J.B.,Bukauskas,COMP,PIT,,,,,,,,
AL,SM,Isaiah,Campbell,REG,PIT,,,,,,,,
AL,SM,Diego,Castillo,COMP,PIT,,,,,,,,
AL,SM,Luis,Castillo,REG,PIT,,,,,,,,
AL,SM,Matt,Festa,COMP,PIT,,,,,,,,
AL,SM,Chris,Flexen,COMP,PIT,,,,,,,,
AL,SM,Logan,Gilbert,REG,PIT,,,,,,,,
AL,SM,Marco,Gonzales,REG,PIT,,,,,,,,
AL,SM,Trevor,Gott,ADD,PIT,,,,,,,,
AL,SM,Emerson,Hancock,COMP,PIT,,,,,,,,
AL,SM,George,Kirby,REG,PIT,,,,,,,,
AL,SM,Dominic,Leone,COMP,PIT,,,,,,,,
AL,SM,Darren,McCaughan,COMP,PIT,,,,,,,,
AL,SM,Easton,McGee,COMP,PIT,,,,,,,,
AL,SM,Bryce,Miller,REG,PIT,,,,,,,,
AL,SM,Tommy,Milone,COMP,PIT,,,,,,,,
AL,SM,Andres,Munoz,REG,PIT,,,,,,,,
AL,SM,Penn,Murfee,COMP,PIT,,,,,,,,
AL,SM,Robbie,Ray,COMP,PIT,,,,,,,,
AL,SM,Jose,Rodriguez,COMP,PIT,,,,,,,,
AL,SM,Ryder,Ryan,COMP,PIT,,,,,,,,
AL,SM,Tayler,Saucedo,REG,PIT,,,,,,,,
AL,SM,Paul,Sewald,ADD,PIT,,,,,,,,
AL,SM,Gabe,Speier,REG,PIT,,,,,,,,
AL,SM,Juan,Then,COMP,PIT,,,,,,,,
AL,SM,Trent,Thornton,REG,PIT,,,,,,,,
AL,SM,Justin,Topa,REG,PIT,,,,,,,,
AL,SM,Bryan,Woo,REG,PIT,,,,,,,,
AL,TB,Jonathan,Aranda,ADD,BAT,,4,5,5,,,,
AL,TB,Randy,Arozarena,REG,BAT,,,,,,2(B1),,
AL,TB,Osleivis,Basabe,ADD,BAT,,,3,4,4,,,5
AL,TB,Christian,Bethancourt,REG,BAT,4,,,,,,,
AL,TB,Vidal,Brujan,ADD,BAT,,,3,4,4,,,3
AL,TB,Junior,Caminero,COMP,BAT,,,4,4,4,,,
AL,TB,Yandy,Diaz,REG,BAT,,2,,4,,,,
AL,TB,Wander,Franco,REG,BAT,,,,,1,,,
AL,TB,Tristan,Gray,COMP,BAT,,4,,,4,,,
AL,TB,Brandon,Lowe,REG,BAT,,,2,,,,,
AL,TB,Josh,Lowe,REG,BAT,,,,,,3,4(B3),3
AL,TB,Manuel,Margot,REG,BAT,,,,,,,3,2
AL,TB,Curtis,Mead,ADD,BAT,,,4,4,5,,,
AL,TB,Francisco,Mejia,REG,BAT,4,,,,,,,
AL,TB,Isaac,Paredes,REG,BAT,,3,4,2,4,,,
AL,TB,Rene,Pinto,ADD,BAT,4,,,,,,,
AL,TB,Luke,Raley,REG,BAT,,4,,,,4(B3),4,4(B3)
AL,TB,Harold,Ramirez,REG,BAT,,5,,,,5,,5
AL,TB,Jose,Siri,REG,BAT,,,,,,,1,
AL,TB,Raimel,Tapia,COMP,BAT,,,,,,4,4,4
AL,TB,Taylor,Walls,REG,BAT,,,1,2,1(B2),,,
AL,TB,Jason,Adam,REG,PIT,,,,,,,,
AL,TB,Chase,Anderson,COMP,PIT,,,,,,,,
AL,TB,Shawn,Armstrong,REG,PIT,,,,,,,,
AL,TB,Jalen,Beeks,REG,PIT,,,,,,,,
AL,TB,Taj,Bradley,REG,PIT,,,,,,,,
AL,TB,Zack,Burdi,COMP,PIT,,,,,,,,
AL,TB,Yonny,Chirinos,ADD,PIT,,,,,,,,
AL,TB,Aaron,Civale,REG,PIT,,,,,,,,
AL,TB,Garrett,Cleavinger,COMP,PIT,,,,,,,,
AL,TB,Cooper,Criswell,ADD,PIT,,,,,,,,
AL,TB,Chris,Devenski,ADD,PIT,,,,,,,,
AL,TB,Jake,Diekman,REG,PIT,,,,,,,,
AL,TB,Zach,Eflin,REG,PIT,,,,,,,,
AL,TB,Pete,Fairbanks,REG,PIT,,,,,,,,
AL,TB,Calvin,Faucher,ADD,PIT,,,,,,,,
AL,TB,Josh,Fleming,ADD,PIT,,,,,,,,
AL,TB,Tyler,Glasnow,REG,PIT,,,,,,,,
AL,TB,Javier,Guerra,COMP,PIT,,,,,,,,
AL,TB,Heath,Hembree,COMP,PIT,,,,,,,,
AL,TB,Trevor,Kelley,COMP,PIT,,,,,,,,
AL,TB,Kevin,Kelly,REG,PIT,,,,,,,,
AL,TB,Andrew,Kittredge,COMP,PIT,,,,,,,,
AL,TB,Joe,La Sorsa,COMP,PIT,,,,,,,,
AL,TB,Zack,Littell,REG,PIT,,,,,,,,
AL,TB,Jacob,Lopez,COMP,PIT,,,,,,,,
AL,TB,Jose,Lopez,COMP,PIT,,,,,,,,
AL,TB,Shane,McClanahan,REG,PIT,,,,,,,,
AL,TB,Hector,Perez,COMP,PIT,,,,,,,,
AL,TB,Colin,Poche,REG,PIT,,,,,,,,
AL,TB,Erasmo,Ramirez,COMP,PIT,,,,,,,,
AL,TB,Drew,Rasmussen,ADD,PIT,,,,,,,,
AL,TB,Elvin,Rodriguez,COMP,PIT,,,,,,,,
AL,TB,Jeffrey,Springs,COMP,PIT,,,,,,,,
AL,TB,Robert,Stephenson,REG,PIT,,,,,,,,
AL,TB,Ryan,Thompson,COMP,PIT,,,,,,,,
AL,TE,Evan,Carter,REG,BAT,,,,,,2,3,3
AL,TE,Ezequiel,Duran,REG,BAT,,4,4,3(B4),3,4,,
AL,TE,Adolis,Garcia,REG,BAT,,,,,,,3,2
AL,TE,Mitch,Garver,REG,BAT,4,4,,,,,,
AL,TE,Robbie,Grossman,REG,BAT,,,,,,4,,4
AL,TE,Austin,Hedges,COMP,BAT,1,,,,,,,
AL,TE,Jonah,Heim,REG,BAT,1,,,,,,,
AL,TE,Sam,Huff,COMP,BAT,4,5,,,,,,
AL,TE,Travis,Jankowski,REG,BAT,,,,,,1,2,2
AL,TE,Josh,Jung,REG,BAT,,,,2,,,,
AL,TE,Sandy,Leon,COMP,BAT,2,,,,,,,
AL,TE,Nathaniel,Lowe,REG,BAT,,2,,,,,,
AL,TE,J.P.,Martinez,COMP,BAT,,,,,,3,3,3
AL,TE,Brad,Miller,ADD,BAT,,5,,5,,,,
AL,TE,Jonathan,Ornelas,COMP,BAT,,,,4,4,,,
AL,TE,Corey,Seager,REG,BAT,,,,,3,,,
AL,TE,Marcus,Semien,REG,BAT,,,1,,,,,
AL,TE,Josh H.,Smith,REG,BAT,,,4,4,4,4,,
AL,TE,Leody,Taveras,REG,BAT,,,,,,,1,
AL,TE,Bubba,Thompson,ADD,BAT,,,,,,3,3,3
AL,TE,Grant,Anderson,ADD,PIT,,,,,,,,
AL,TE,Joe,Barlow,COMP,PIT,,,,,,,,
AL,TE,Cody,Bradford,ADD,PIT,,,,,,,,
AL,TE,Brock,Burke,REG,PIT,,,,,,,,
AL,TE,Aroldis,Chapman,REG,PIT,,,,,,,,
AL,TE,Jacob,deGrom,ADD,PIT,,,,,,,,
AL,TE,Dane,Dunning,REG,PIT,,,,,,,,
AL,TE,Nathan,Eovaldi,REG,PIT,,,,,,,,
AL,TE,Jon,Gray,REG,PIT,,,,,,,,
AL,TE,Andrew,Heaney,REG,PIT,,,,,,,,
AL,TE,Jonathan,Hernandez,REG,PIT,,,,,,,,
AL,TE,Spencer,Howard,COMP,PIT,,,,,,,,
AL,TE,Ian,Kennedy,COMP,PIT,,,,,,,,
AL,TE,John,King,COMP,PIT,,,,,,,,
AL,TE,Jake,Latz,COMP,PIT,,,,,,,,
AL,TE,Jose,Leclerc,REG,PIT,,,,,,,,
AL,TE,Jordan,Montgomery,REG,PIT,,,,,,,,
AL,TE,Glenn,Otto,COMP,PIT,,,,,,,,
AL,TE,Martin,Perez,REG,PIT,,,,,,,,
AL,TE,Yerry,Rodriguez,COMP,PIT,,,,,,,,
AL,TE,Josh,Sborz,REG,PIT,,,,,,,,
AL,TE,Max,Scherzer,REG,PIT,,,,,,,,
AL,TE,Will,Smith,REG,PIT,,,,,,,,
AL,TE,Alex,Speas,COMP,PIT,,,,,,,,
AL,TE,Chris,Stratton,REG,PIT,,,,,,,,
AL,TE,Owen,White,COMP,PIT,,,,,,,,
AL,TO,Brandon,Belt,REG,BAT,,4,,,,,,
AL,TO,Bo,Bichette,REG,BAT,,,,,3,,,
AL,TO,Cavan,Biggio,REG,BAT,,4,3(B2),4,5,,,4
AL,TO,Matt,Chapman,REG,BAT,,,,1,,,,
AL,TO,Ernie,Clement,ADD,BAT,,,3,4,4,,,
AL,TO,Paul,DeJong,COMP,BAT,,,,,3,,,
AL,TO,Cam,Eden,COMP,BAT,,,,,,4,,
AL,TO,Santiago,Espinal,REG,BAT,,,2(B3),3,3,,,
AL,TO,Vladimir,Guerrero Jr,REG,BAT,,4,,,,,,
AL,TO,Tyler,Heineman,COMP,BAT,3,,,,,,,
AL,TO,Spencer,Horwitz,COMP,BAT,,4,,,,,,
AL,TO,Danny,Jansen,REG,BAT,2,,,,,,,
AL,TO,Kevin,Kiermaier,REG,BAT,,,,,,,1,
AL,TO,Alejandro,Kirk,REG,BAT,2,,,,,,,
AL,TO,Nathan,Lukes,COMP,BAT,,,,,,4,4,4
AL,TO,Mason,McCoy,COMP,BAT,,,,,4,,,
AL,TO,Whit,Merrifield,REG,BAT,,,3,,,3,,4(B3)
AL,TO,Davis,Schneider,REG,BAT,,,4,4,,5,,
AL,TO,George,Springer,REG,BAT,,,,,,,,3(B2)
AL,TO,Daulton,Varsho,REG,BAT,,,,,,1,2,
AL,TO,Anthony,Bass,ADD,PIT,,,,,,,,
AL,TO,Chris,Bassitt,REG,PIT,,,,,,,,
AL,TO,Jose,Berrios,REG,PIT,,,,,,,,
AL,TO,Genesis,Cabrera,REG,PIT,,,,,,,,
AL,TO,Adam,Cimber,COMP,PIT,,,,,,,,
AL,TO,Hagen,Danner,COMP,PIT,,,,,,,,
AL,TO,Bowden,Francis,ADD,PIT,,,,,,,,
AL,TO,Yimi,Garcia,REG,PIT,,,,,,,,
AL,TO,Kevin,Gausman,REG,PIT,,,,,,,,
AL,TO,Chad,Green,COMP,PIT,,,,,,,,
AL,TO,Thomas,Hatch,COMP,PIT,,,,,,,,
AL,TO,Jordan,Hicks,REG,PIT,,,,,,,,
AL,TO,Jay,Jackson,ADD,PIT,,,,,,,,
AL,TO,Yusei,Kikuchi,REG,PIT,,,,,,,,
AL,TO,Alek,Manoah,REG,PIT,,,,,,,,
AL,TO,Tim,Mayza,REG,PIT,,,,,,,,
AL,TO,Wes,Parsons,COMP,PIT,,,,,,,,
AL,TO,Nate,Pearson,REG,PIT,,,,,,,,
AL,TO,Zach,Pop,COMP,PIT,,,,,,,,
AL,TO,Trevor,Richards,REG,PIT,,,,,,,,
AL,TO,Jordan,Romano,REG,PIT,,,,,,,,
AL,TO,Hyun-Jin,Ryu,REG,PIT,,,,,,,,
AL,TO,Erik,Swanson,REG,PIT,,,,,,,,
AL,TO,Mitch,White,COMP,PIT,,,,,,,,
NL,AR,Nick,Ahmed,REG,BAT,,,,,2,,,
NL,AR,Dominic,Canzone,COMP,BAT,,,,,,,,4
NL,AR,Corbin,Carroll,REG,BAT,,,,,,1,2,2
NL,AR,Diego,Castillo,COMP,BAT,,,,,,,,
NL,AR,Dominic,Fletcher,ADD,BAT,,,,,,3,4,4
NL,AR,Lourdes,Gurriel,REG,BAT,,4,,,,4(B3),,
NL,AR,Jose,Herrera,REG,BAT,4,,,,,,,
NL,AR,Carson,Kelly,COMP,BAT,2,,,,,,,
NL,AR,Buddy,Kennedy,COMP,BAT,,,4,4,,,,
NL,AR,Jordan,Lawlar,COMP,BAT,,,,,3,,,
NL,AR,Kyle,Lewis,COMP,BAT,,,,,,4,,
NL,AR,Evan,Longoria,REG,BAT,,,,3(B2),,,,
NL,AR,Ketel,Marte,REG,BAT,,,3,,4,,4,
NL,AR,Jake,McCarthy,REG,BAT,,,,,,,3,2
NL,AR,Gabriel,Moreno,REG,BAT,2,,,,,,,
NL,AR,Geraldo,Perdomo,REG,BAT,,,3,3,3(B2),,,
NL,AR,Jace,Peterson,COMP,BAT,,4,3,3(B2),,,,
NL,AR,Tommy,Pham,REG,BAT,,,,,,3,4,4
NL,AR,Emmanuel,Rivera,REG,BAT,,3,,2,,,,
NL,AR,Josh,Rojas,ADD,BAT,,,3,4(B3),,4,,
NL,AR,Pavin,Smith,ADD,BAT,,4,,,,,,4
NL,AR,Alek,Thomas,REG,BAT,,,,,,,1,
NL,AR,Christian,Walker,REG,BAT,,1,,,,,,
NL,AR,Seby,Zavala,COMP,BAT,3,,,,,,,
NL,AR,Austin,Adams,ADD,PIT,,,,,,,,
NL,AR,Madison,Bumgarner,COMP,PIT,,,,,,,,
NL,AR,Miguel,Castro,REG,PIT,,,,,,,,
NL,AR,Slade,Cecconi,ADD,PIT,,,,,,,,
NL,AR,Nabil,Crismatt,COMP,PIT,,,,,,,,
NL,AR,Zach,Davies,REG,PIT,,,,,,,,
NL,AR,Luis,Frias,REG,PIT,,,,,,,,
NL,AR,Zac,Gallen,REG,PIT,,,,,,,,
NL,AR,Tyler,Gilbert,COMP,PIT,,,,,,,,
NL,AR,Kevin,Ginkel,REG,PIT,,,,,,,,
NL,AR,Tommy,Henry,REG,PIT,,,,,,,,
NL,AR,Drey,Jameson,ADD,PIT,,,,,,,,
NL,AR,Bryce,Jarvis,ADD,PIT,,,,,,,,
NL,AR,Merrill,Kelly,REG,PIT,,,,,,,,
NL,AR,Joe,Mantiply,REG,PIT,,,,,,,,
NL,AR,Justin,Martinez,COMP,PIT,,,,,,,,
NL,AR,Scott,McGough,REG,PIT,,,,,,,,
NL,AR,Anthony,Misiewicz,COMP,PIT,,,,,,,,
NL,AR,Kyle,Nelson,REG,PIT,,,,,,,,
NL,AR,Ryne,Nelson,REG,PIT,,,,,,,,
NL,AR,Brandon,Pfaadt,REG,PIT,,,,,,,,
NL,AR,Jose,Ruiz,REG,PIT,,,,,,,,
NL,AR,Andrew,Saalfrank,ADD,PIT,,,,,,,,
NL,AR,Paul,Sewald,REG,PIT,,,,,,,,
NL,AR,Peter,Solomon,COMP,PIT,,,,,,,,
NL,AR,Peter,Strzelecki,ADD,PIT,,,,,,,,
NL,AR,Cole,Sulser,COMP,PIT,,,,,,,,
NL,AR,Ryan,Thompson,COMP,PIT,,,,,,,,
NL,AR,Carlos,Vargas,COMP,PIT,,,,,,,,
NL,AT,Ronald,Acuna,REG,BAT,,,,,,,,3
NL,AT,Ehire,Adrianza,COMP,BAT,,,,,4,,,
NL,AT,Ozzie,Albies,REG,BAT,,,3,,,,,
NL,AT,Orlando,Arcia,REG,BAT,,,,,2,,,
NL,AT,Charlie,Culberson,COMP,BAT,,,,,,,,
NL,AT,Travis,d'Arnaud,REG,BAT,2,,,,,,,
NL,AT,Vaughn,Grissom,ADD,BAT,,,4,,4(B5),,,
NL,AT,Michael,Harris,REG,BAT,,,,,,,1,
NL,AT,Sam,Hilliard,REG,BAT,,,,,,2,2,3
NL,AT,Nicky,Lopez,REG,BAT,,4,1,3,2,,,
NL,AT,Sean,Murphy,REG,BAT,1,,,,,,,
NL,AT,Matt,Olson,REG,BAT,,1,,,,,,
NL,AT,Marcell,Ozuna,REG,BAT,,,,,,5,,
NL,AT,Kevin,Pillar,REG,BAT,,,,,,2,3,2
NL,AT,Austin,Riley,REG,BAT,,,,2,,,,
NL,AT,Eddie,Rosario,REG,BAT,,,,,,3,,
NL,AT,Braden,Shewmake,COMP,BAT,,,,,4,,,
NL,AT,Chadwick,Tromp,COMP,BAT,4,,,,,,,
NL,AT,Forrest,Wall,COMP,BAT,,,,,,4,4,
NL,AT,Eli,White,COMP,BAT,,,,,,,1,
NL,AT,Luke,Williams,COMP,BAT,,4,,3,4,3,,
NL,AT,Kolby,Allard,COMP,PIT,,,,,,,,
NL,AT,Nick,Anderson,ADD,PIT,,,,,,,,
NL,AT,Jesse,Chavez,ADD,PIT,,,,,,,,
NL,AT,Yonny,Chirinos,COMP,PIT,,,,,,,,
NL,AT,Dylan,Dodd,ADD,PIT,,,,,,,,
NL,AT,Bryce,Elder,REG,PIT,,,,,,,,
NL,AT,Max,Fried,REG,PIT,,,,,,,,
NL,AT,Brad,Hand,REG,PIT,,,,,,,,
NL,AT,Taylor,Hearn,COMP,PIT,,,,,,,,
NL,AT,Ben,Heller,COMP,PIT,,,,,,,,
NL,AT,Daysbel,Hernandez,COMP,PIT,,,,,,,,
NL,AT,Raisel,Iglesias,REG,PIT,,,,,,,,
NL,AT,Joe,Jimenez,REG,PIT,,,,,,,,
NL,AT,Pierce,Johnson,REG,PIT,,,,,,,,
NL,AT,Dylan,Lee,ADD,PIT,,,,,,,,
NL,AT,Lucas,Luetge,COMP,PIT,,,,,,,,
NL,AT,Collin,McHugh,REG,PIT,,,,,,,,
NL,AT,A.J.,Minter,REG,PIT,,,,,,,,
NL,AT,Charlie,Morton,REG,PIT,,,,,,,,
NL,AT,Dereck,Rodriguez,COMP,PIT,,,,,,,,
NL,AT,Jared,Shuster,REG,PIT,,,,,,,,
NL,AT,AJ,Smith-Shawver,ADD,PIT,,,,,,,,
NL,AT,Michael,Soroka,ADD,PIT,,,,,,,,
NL,AT,Jackson,Stephens,COMP,PIT,,,,,,,,
NL,AT,Spencer,Strider,REG,PIT,,,,,,,,
NL,AT,Michael,Tonkin,REG,PIT,,,,,,,,
NL,AT,Darius,Vines,COMP,PIT,,,,,,,,
